show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duration_num,duration_unit,qtd_generos,idade_conteudo,decada_lancamento,mes_adicao,ano_adicao,indicador_filme_serie,faixa_duracao,categoria_idade,duration_minmax,idade_standardized
s6334,Movie,Blinky Bill: The Movie,Deane Taylor,,2017-02-08,2015.0,PG,91 min,Children & Family Movies,91.0,min,1,11.0,2010.0s,2.0,2017.0,1,Médio,Intermediário,0.284789644012945,-0.08913752023988618
s4809,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",Chile,2018-06-29,2018.0,,77 min,Stand-Up Comedy,77.0,min,1,8.0,2010.0s,6.0,2018.0,1,Médio,Novo,0.2394822006472492,-0.42931513988543624
s2746,Movie,The Runaways,Floria Sigismondi,United States,2020-04-01,2010.0,R,107 min,"Dramas, Independent Movies, Music & Musicals",107.0,min,3,16.0,2010.0s,4.0,2020.0,1,Médio,Antigo,0.3365695792880259,0.4778251791693639
s2339,Movie,Krishna and His Leela,Ravikanth Perepu,,,2020.0,TV-MA,126 min,"International Movies, Romantic Movies",126.0,min,2,6.0,2020.0s,,,1,Longo,Novo,0.3980582524271845,-0.6561002196491362
s8413,Movie,The Man Who Would Be Polka King,"John Mikulak, Joshua Brown",United States,2018-01-12,2009.0,TV-14,68 min,"Documentaries, Music & Musicals",68.0,min,2,17.0,2000.0s,1.0,2018.0,1,Médio,Antigo,0.2103559870550162,0.5912177190512139
s1840,TV Show,La Révolution,,France,2020-10-16,2020.0,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",1.0,Season,3,6.0,2020.0s,10.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s4060,Movie,Paranormal Investigation,Franck Phelizon,,2019-03-01,2018.0,TV-14,93 min,"Horror Movies, International Movies, Thrillers",93.0,min,3,8.0,2010.0s,3.0,2019.0,1,Médio,Novo,0.29126213592233013,-0.42931513988543624
s6498,Movie,Click,Frank Coraci,United States,2020-01-01,2006.0,PG-13,108 min,"Comedies, Sci-Fi & Fantasy",108.0,min,2,20.0,2000.0s,1.0,2020.0,1,Médio,Antigo,0.33980582524271846,0.9313953386967639
s6239,Movie,Barbie Star Light Adventure,"Andrew Tan, Michael Goguen",United States,2017-10-01,2016.0,TV-Y,79 min,Children & Family Movies,79.0,min,1,10.0,2010.0s,10.0,2017.0,1,Médio,Intermediário,0.24595469255663432,-0.2025300601217362
s6155,Movie,An American Tail: The Treasures of Manhattan Island,,United States,2018-04-01,2000.0,G,79 min,Children & Family Movies,79.0,min,1,26.0,2000.0s,4.0,2018.0,1,Médio,Antigo,0.24595469255663432,1.611750577987864
s787,Movie,Company of Heroes,,United States,2021-06-02,2013.0,,101 min,"Action & Adventure, Dramas",101.0,min,2,13.0,2010.0s,6.0,2021.0,1,Médio,Antigo,0.31715210355987056,0.13764755952381386
s3845,TV Show,Bibik-Bibikku,,Pakistan,2019-05-08,2016.0,TV-PG,1 Season,"International TV Shows, TV Comedies",1.0,Season,2,10.0,2010.0s,5.0,2019.0,0,Série (Temporadas),Intermediário,,-0.2025300601217362
s2906,Movie,MR. RIGHT,,United States,2020-02-16,2015.0,R,96 min,"Action & Adventure, Comedies, Romantic Movies",96.0,min,3,11.0,2010.0s,2.0,2020.0,1,Médio,Intermediário,0.3009708737864078,-0.08913752023988618
s3882,TV Show,K.O.3an Guo,,Taiwan,2019-04-30,2009.0,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",1.0,Season,3,17.0,2000.0s,4.0,2019.0,0,Série (Temporadas),Antigo,,0.5912177190512139
s6425,Movie,Carriers,"Àlex Pastor, David Pastor",,2019-11-20,2009.0,,85 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",85.0,min,3,17.0,2000.0s,11.0,2019.0,1,Médio,Antigo,0.26537216828478966,0.5912177190512139
s8242,Movie,The CEO,Kunle Afolayan,Nigeria,2019-09-01,2016.0,TV-14,109 min,"Dramas, International Movies, Thrillers",109.0,min,3,10.0,2010.0s,9.0,2019.0,1,Médio,Intermediário,0.34304207119741104,-0.2025300601217362
s661,TV Show,Black Lightning,,United States,2021-06-19,2021.0,TV Show,4 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",4.0,Seasons,3,5.0,2020.0s,6.0,2021.0,0,Série (Temporadas),Novo,,-0.7694927595309863
s393,Movie,Django Unchained,Quentin Tarantino,United States,2021-07-24,2012.0,R,165 min,"Action & Adventure, Dramas",165.0,min,2,14.0,2010.0s,7.0,2021.0,1,Longo,Antigo,0.5242718446601942,0.25104009940566385
s5458,TV Show,Mind Game,,Singapore,2017-06-01,2015.0,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1.0,Season,3,11.0,2010.0s,6.0,2017.0,0,Série (Temporadas),Intermediário,,-0.08913752023988618
s4499,TV Show,Project S The Series,,Thailand,2018-10-19,2017.0,TV-MA,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",4.0,Seasons,3,9.0,2010.0s,10.0,2018.0,0,Série (Temporadas),Intermediário,,-0.3159226000035862
s1843,Movie,The Trial of the Chicago 7,Aaron Sorkin,,,2020.0,R,130 min,Dramas,130.0,min,1,6.0,2020.0s,,,1,Longo,Novo,0.4110032362459547,-0.6561002196491362
s1652,Movie,The Christmas Chronicles: Part Two,Chris Columbus,Canada,2020-11-25,2020.0,PG,115 min,"Children & Family Movies, Comedies",115.0,min,2,6.0,2020.0s,11.0,2020.0,1,Médio,Novo,0.36245954692556637,-0.6561002196491362
s4872,Movie,My Fuhrer,Dani Levy,Germany,,2007.0,TV-14,91 min,"Comedies, International Movies",91.0,min,2,19.0,2000.0s,,,1,Médio,Antigo,0.284789644012945,0.8180027988149139
s7465,Movie,Miss Hokusai,Keiichi Hara,Japan,2017-10-01,2015.0,PG-13,90 min,Anime Features,90.0,min,1,11.0,2010.0s,10.0,2017.0,1,Médio,Intermediário,0.28155339805825247,-0.08913752023988618
s1525,Movie,Braven,Lin Oeding,Canada,,2018.0,R,94 min,Action & Adventure,94.0,min,1,8.0,2010.0s,,,1,Médio,Novo,0.29449838187702265,-0.42931513988543624
s6950,Movie,Heartbreakers,David Mirkin,United States,2019-12-31,2001.0,PG-13,124 min,"Comedies, Romantic Movies",124.0,min,2,25.0,2000.0s,12.0,2019.0,1,Longo,Antigo,0.39158576051779936,1.498358038106014
s2418,TV Show,13 Reasons Why,,,2020-06-05,2020.0,TV-MA,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",4.0,Seasons,3,6.0,2020.0s,6.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s5268,Movie,The Bad Batch,Ana Lily Amirpour,United States,,2016.0,R,119 min,"Dramas, Independent Movies, Thrillers",119.0,min,3,10.0,2010.0s,,,1,Médio,Intermediário,0.3754045307443366,-0.2025300601217362
s350,Movie,Seabiscuit,Gary Ross,United States,2021-08-01,2003.0,PG-13,141 min,"Dramas, Sports Movies",141.0,min,2,23.0,2000.0s,8.0,2021.0,1,Longo,Antigo,0.44660194174757284,1.2715729583423139
s5548,Movie,Killa,Avinash Arun,India,2017-04-01,2014.0,TV-14,107 min,"Dramas, International Movies",107.0,min,2,12.0,2010.0s,4.0,2017.0,1,Médio,Antigo,0.3365695792880259,0.024255019641963835
s4737,Movie,Thank You,Anees Bazmee,India,2018-08-02,2011.0,,131 min,"Comedies, International Movies, Romantic Movies",131.0,min,3,15.0,2010.0s,8.0,2018.0,1,Longo,Antigo,0.41423948220064727,0.3644326392875139
s3167,Movie,Banana Island Ghost,BB Sasore,Nigeria,,2017.0,TV-14,108 min,"Comedies, International Movies",108.0,min,2,9.0,2010.0s,,,1,Médio,Intermediário,0.33980582524271846,-0.3159226000035862
s7818,Movie,Rachel Getting Married,Jonathan Demme,United States,2019-09-01,2008.0,R,113 min,"Dramas, Independent Movies",113.0,min,2,18.0,2000.0s,9.0,2019.0,1,Médio,Antigo,0.3559870550161813,0.704610258933064
s3684,Movie,Cristina,Michèle Ohayon,United States,2019-07-04,2016.0,TV-14,40 min,Documentaries,40.0,min,1,10.0,2010.0s,7.0,2019.0,1,Curto,Intermediário,0.11974110032362462,-0.2025300601217362
s2664,Movie,Varane Avashyamund,Anoop Sathyan,India,,2020.0,TV-14,144 min,"Comedies, Dramas, International Movies",144.0,min,3,6.0,2020.0s,,,1,Longo,Novo,0.4563106796116505,-0.6561002196491362
s2901,TV Show,Spectros,,Brazil,2020-02-20,2020.0,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",1.0,Season,3,6.0,2020.0s,2.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s2979,Movie,Kevin Hart: I'm a Grown Little Man,Shannon Hartman,United States,2020-01-30,2009.0,,62 min,Stand-Up Comedy,62.0,min,1,17.0,2000.0s,1.0,2020.0,1,Médio,Antigo,0.19093851132686085,0.5912177190512139
s6700,Movie,Enlighten Us,Jenny Carchman,United States,2017-01-18,2016.0,TV-14,93 min,Documentaries,93.0,min,1,10.0,2010.0s,1.0,2017.0,1,Médio,Intermediário,0.29126213592233013,-0.2025300601217362
s7931,Movie,San Pietro,,United States,2017-03-31,1945.0,TV-14,32 min,"Classic Movies, Documentaries",32.0,min,2,81.0,1940.0s,3.0,2017.0,1,Curto,Antigo,0.09385113268608415,7.848340271489614
s8517,Movie,The Spy Who Fell to Earth,Thomas Meadmore,,2019-04-05,2019.0,TV-MA,94 min,"Documentaries, International Movies",94.0,min,2,7.0,2010.0s,4.0,2019.0,1,Médio,Novo,0.29449838187702265,-0.5427076797672862
s4666,Movie,Carbon,Olivier Marchal,France,2018-09-01,2017.0,TV-MA,104 min,"Dramas, International Movies, Thrillers",104.0,min,3,9.0,2010.0s,9.0,2018.0,1,Médio,Intermediário,0.3268608414239482,-0.3159226000035862
s1067,Movie,The Soul,Cheng Wei-hao,China,2021-04-14,2021.0,TV-MA,130 min,"Dramas, International Movies, Thrillers",130.0,min,3,5.0,2020.0s,4.0,2021.0,1,Longo,Novo,0.4110032362459547,-0.7694927595309863
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,United States,2021-09-07,2018.0,TV-MA,97 min,"Documentaries, Music & Musicals",97.0,min,2,8.0,2010.0s,9.0,2021.0,1,Médio,Novo,0.3042071197411003,-0.42931513988543624
s1180,TV Show,Mighty Morphin Power Rangers,,United States,2021-03-20,2010.0,TV-Y7,4 Seasons,Kids' TV,4.0,Seasons,1,16.0,2010.0s,3.0,2021.0,0,Série (Temporadas),Antigo,,0.4778251791693639
s8655,Movie,Una,Benedict Andrews,United Kingdom,,2016.0,,94 min,"Dramas, International Movies",94.0,min,2,10.0,2010.0s,,,1,Médio,Intermediário,0.29449838187702265,-0.2025300601217362
s4959,Movie,Revolt,Joe Miale,United Kingdom,2018-03-31,2017.0,R,87 min,"Action & Adventure, Sci-Fi & Fantasy",87.0,min,2,9.0,2010.0s,3.0,2018.0,1,Médio,Intermediário,0.27184466019417475,-0.3159226000035862
s1297,TV Show,"Hello, Me!",,South Korea,,2021.0,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1.0,Season,3,5.0,2020.0s,,,0,Série (Temporadas),Novo,,-0.7694927595309863
s4146,Movie,True: Happy Hearts Day,,United States,,2019.0,TV-Y,24 min,Children & Family Movies,24.0,min,1,7.0,2010.0s,,,1,Curto,Novo,0.0679611650485437,-0.5427076797672862
s6564,Movie,Dare to Be Wild,,Ireland,2018-04-01,2015.0,TV-PG,100 min,"Dramas, Independent Movies, Romantic Movies",100.0,min,3,11.0,2010.0s,4.0,2018.0,1,Médio,Intermediário,0.31391585760517804,-0.08913752023988618
s6129,Movie,Always a Bridesmaid,Trey Haley,United States,2020-03-03,2019.0,TV-14,98 min,"Comedies, Romantic Movies",98.0,min,2,7.0,2010.0s,3.0,2020.0,1,Médio,Novo,0.3074433656957929,-0.5427076797672862
s7509,Movie,Moonwalkers,Antoine Bardou-Jacquet,France,2017-09-08,2015.0,R,96 min,"Action & Adventure, Comedies, International Movies",96.0,min,3,11.0,2010.0s,9.0,2017.0,1,Médio,Intermediário,0.3009708737864078,-0.08913752023988618
s4483,Movie,ADAM SANDLER 100% FRESH,Steve Brill,United States,2018-10-23,2018.0,TV-MA,74 min,Stand-Up Comedy,74.0,min,1,8.0,2010.0s,10.0,2018.0,1,Médio,Novo,0.22977346278317154,-0.42931513988543624
s4632,Movie,Rafinha Bastos: Ultimatum,,Brazil,2018-09-21,2018.0,TV-MA,63 min,Stand-Up Comedy,63.0,min,1,8.0,2010.0s,9.0,2018.0,1,Médio,Novo,0.19417475728155342,-0.42931513988543624
s219,TV Show,Titletown High,,Pakistan,2021-08-27,2021.0,TV-14,1 Season,"Reality TV, Teen TV Shows",1.0,Season,2,5.0,2020.0s,8.0,2021.0,0,Série (Temporadas),Novo,,-0.7694927595309863
s730,Movie,Bling Empire - The Afterparty,"Krysia Plonka, Kristian Mercado",United States,2021-06-12,2021.0,TV-MA,36 min,Movies,36.0,min,1,5.0,2020.0s,6.0,2021.0,1,Curto,Novo,0.10679611650485438,-0.7694927595309863
s987,Movie,Kocan Kadar Konus 2: Dirilis,Kıvanç Baruönü,Turkey,2021-04-23,2016.0,TV-14,104 min,"Comedies, International Movies, Romantic Movies",104.0,min,3,10.0,2010.0s,4.0,2021.0,1,Médio,Intermediário,0.3268608414239482,-0.2025300601217362
s504,TV Show,The Mire,Jan Holoubek,Poland,2021-07-07,2021.0,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",2.0,Seasons,3,5.0,2020.0s,7.0,2021.0,0,Série (Temporadas),Novo,,-0.7694927595309863
s1432,Movie,Stuck Apart,,Turkey,2021-01-08,2021.0,TV-MA,97 min,"Comedies, Dramas, International Movies",97.0,min,3,5.0,2020.0s,1.0,2021.0,1,Médio,Novo,0.3042071197411003,-0.7694927595309863
s7211,Movie,Kingpin,"Peter Farrelly, Bobby Farrelly",United States,2020-01-01,1996.0,PG-13,114 min,"Comedies, Cult Movies, Sports Movies",114.0,min,3,30.0,1990.0s,1.0,2020.0,1,Médio,Antigo,0.3592233009708738,2.0653207375152642
s3738,TV Show,Kill la Kill,,Japan,2019-06-15,2014.0,TV Show,1 Season,"Anime Series, International TV Shows",1.0,Season,2,12.0,2010.0s,6.0,2019.0,0,Série (Temporadas),Antigo,,0.024255019641963835
s6480,Movie,Christmas in the Smokies,,United States,2019-03-01,2015.0,TV-G,88 min,"Children & Family Movies, Dramas, Romantic Movies",88.0,min,3,11.0,2010.0s,3.0,2019.0,1,Médio,Intermediário,0.2750809061488673,-0.08913752023988618
s1143,Movie,White Boy,Shawn Rech,United States,2021-04-01,2017.0,TV-MA,83 min,Documentaries,83.0,min,1,9.0,2010.0s,4.0,2021.0,1,Médio,Intermediário,0.25889967637540456,-0.3159226000035862
s8113,Movie,Suburra,,Italy,2015-10-14,2015.0,,135 min,"Dramas, International Movies, Thrillers",135.0,min,3,11.0,2010.0s,10.0,2015.0,1,Longo,Intermediário,0.4271844660194175,-0.08913752023988618
s5252,TV Show,The Royal House of Windsor,,United Kingdom,2017-09-30,2017.0,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",1.0,Season,3,9.0,2010.0s,9.0,2017.0,0,Série (Temporadas),Intermediário,,-0.3159226000035862
s668,TV Show,Glee,,United States,2021-06-19,2015.0,TV-14,6 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",6.0,Seasons,3,11.0,2010.0s,6.0,2021.0,0,Série (Temporadas),Intermediário,,-0.08913752023988618
s7008,Movie,Hotel Pacific,Janusz Majewski,Poland,2019-10-01,1975.0,TV-MA,96 min,"Classic Movies, Dramas, International Movies",96.0,min,3,51.0,1970.0s,10.0,2019.0,1,Médio,Antigo,0.3009708737864078,4.4465640750341136
s627,TV Show,Sophie: A Murder in West Cork,John Dower,United Kingdom,2021-06-30,2021.0,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",1.0,Season,3,5.0,2020.0s,6.0,2021.0,0,Série (Temporadas),Novo,,-0.7694927595309863
s3350,Movie,The Old Thieves: The Legend of Artegios,Everardo González,Mexico,2019-11-01,2007.0,TV-MA,97 min,"Documentaries, International Movies",97.0,min,2,19.0,2000.0s,11.0,2019.0,1,Médio,Antigo,0.3042071197411003,0.8180027988149139
s258,Movie,O Kadhal Kanmani,,India,2021-08-18,2015.0,TV-14,133 min,"Dramas, International Movies, Romantic Movies",133.0,min,3,11.0,2010.0s,8.0,2021.0,1,Longo,Intermediário,0.42071197411003236,-0.08913752023988618
s4942,TV Show,Troy,,United Kingdom,2018-04-06,2018.0,TV Show,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",1.0,Season,3,8.0,2010.0s,4.0,2018.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s2926,Movie,To All the Boys: P.S. I Still Love You,Michael Fimognari,United States,2020-02-12,2020.0,,102 min,"Comedies, Romantic Movies",102.0,min,2,6.0,2020.0s,2.0,2020.0,1,Médio,Novo,0.32038834951456313,-0.6561002196491362
s1348,Movie,Black Beach,Esteban Crespo,Spain,2021-02-03,2020.0,TV-MA,116 min,"Action & Adventure, International Movies",116.0,min,2,6.0,2020.0s,2.0,2021.0,1,Médio,Novo,0.36569579288025894,-0.6561002196491362
s5289,TV Show,A Boy Name Flora A,,Taiwan,2017-09-01,2017.0,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",1.0,Season,3,9.0,2010.0s,9.0,2017.0,0,Série (Temporadas),Intermediário,,-0.3159226000035862
s3664,TV Show,Angel Beats!,,Japan,,2010.0,TV-PG,1 Season,"Anime Series, International TV Shows",1.0,Season,2,16.0,2010.0s,,,0,Série (Temporadas),Antigo,,0.4778251791693639
s2858,TV Show,Calico Critters Mini Episodes Clover,,Pakistan,2020-03-01,2020.0,TV-Y,1 Season,Kids' TV,1.0,Season,1,6.0,2020.0s,3.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s5044,Movie,The Trader (Sovdagari),Tamta Gabrichidze,Georgia,2018-02-09,2018.0,TV-PG,24 min,"Documentaries, International Movies",24.0,min,2,8.0,2010.0s,2.0,2018.0,1,Curto,Novo,0.0679611650485437,-0.42931513988543624
s3528,TV Show,"The Mind, Explained",,United States,2019-09-12,2019.0,TV-14,1 Season,"Docuseries, Science & Nature TV",1.0,Season,2,7.0,2010.0s,9.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s6246,Movie,Barrio Universitario,Esteban Vidal,Chile,,2013.0,TV-14,91 min,"Comedies, International Movies",91.0,min,2,13.0,2010.0s,,,1,Médio,Antigo,0.284789644012945,0.13764755952381386
s8019,Movie,Silent Hill: Revelation,M.J. Bassett,Canada,,2012.0,R,94 min,Horror Movies,94.0,min,1,14.0,2010.0s,,,1,Médio,Antigo,0.29449838187702265,0.25104009940566385
s4134,Movie,Await Further Instructions,Johnny Kevorkian,United Kingdom,,2018.0,TV-MA,91 min,"Horror Movies, Sci-Fi & Fantasy",91.0,min,2,8.0,2010.0s,,,1,Médio,Novo,0.284789644012945,-0.42931513988543624
s4931,TV Show,The Magic School Bus Rides Again,,United States,2018-04-13,2018.0,TV Show,2 Seasons,Kids' TV,2.0,Seasons,1,8.0,2010.0s,4.0,2018.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s2358,TV Show,Floor Is Lava,,United States,,2020.0,TV-PG,1 Season,Reality TV,1.0,Season,1,6.0,2020.0s,,,0,Série (Temporadas),Novo,,-0.6561002196491362
s1184,Movie,Reframe THEATER EXPERIENCE with you,Taketoshi Sado,,2021-03-19,2020.0,TV-G,84 min,"International Movies, Music & Musicals",84.0,min,2,6.0,2020.0s,3.0,2021.0,1,Médio,Novo,0.2621359223300971,-0.6561002196491362
s6008,Movie,3 Deewarein,Nagesh Kukunoor,India,2019-12-31,2003.0,,121 min,"Dramas, International Movies, Thrillers",121.0,min,3,23.0,2000.0s,12.0,2019.0,1,Longo,Antigo,0.3818770226537217,1.2715729583423139
s1590,TV Show,Bhaag Beanie Bhaag,,India,2020-12-04,2020.0,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1.0,Season,3,6.0,2020.0s,12.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s5348,TV Show,Bountiful Blessings,,Singapore,2017-08-01,2011.0,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",1.0,Season,3,15.0,2010.0s,8.0,2017.0,0,Série (Temporadas),Antigo,,0.3644326392875139
s264,TV Show,Mother Goose Club,,,,2016.0,TV-Y,2 Seasons,Kids' TV,2.0,Seasons,1,10.0,2010.0s,,,0,Série (Temporadas),Intermediário,,-0.2025300601217362
s4986,TV Show,Tabula Rasa,,Belgium,2018-03-15,2017.0,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",1.0,Season,3,9.0,2010.0s,3.0,2018.0,0,Série (Temporadas),Intermediário,,-0.3159226000035862
s3112,TV Show,Agent,,Mauritius,2019-12-20,2019.0,TV-MA,1 Season,"International TV Shows, TV Dramas",1.0,Season,2,7.0,2010.0s,12.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s7351,Movie,Love Shot,,United States,,2018.0,TV-MA,77 min,"Dramas, Thrillers",77.0,min,2,8.0,2010.0s,,,1,Médio,Novo,0.2394822006472492,-0.42931513988543624
s2750,Movie,Wildling,,United States,2020-04-01,2018.0,R,93 min,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",93.0,min,3,8.0,2010.0s,4.0,2020.0,1,Médio,Novo,0.29126213592233013,-0.42931513988543624
s5167,TV Show,Luna Petunia,,United States,2017-11-17,2017.0,TV-Y,3 Seasons,Kids' TV,3.0,Seasons,1,9.0,2010.0s,11.0,2017.0,0,Série (Temporadas),Intermediário,,-0.3159226000035862
s5500,Movie,Chaahat,,India,2017-05-01,1996.0,TV-14,148 min,"Dramas, International Movies, Romantic Movies",148.0,min,3,30.0,1990.0s,5.0,2017.0,1,Longo,Antigo,0.46925566343042074,2.0653207375152642
s2118,Movie,Crazy Awesome Teachers,Sammaria Sari Simanjuntak,Indonesia,2020-08-17,2020.0,TV-PG,102 min,"Comedies, Dramas, International Movies",102.0,min,3,6.0,2020.0s,8.0,2020.0,1,Médio,Novo,0.32038834951456313,-0.6561002196491362
s759,TV Show,Feel Good,Ally Pankiw,United Kingdom,2021-06-04,2021.0,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas",2.0,Seasons,3,5.0,2020.0s,6.0,2021.0,0,Série (Temporadas),Novo,,-0.7694927595309863
s3050,TV Show,"Sex, Explained",,United States,2020-01-02,2020.0,TV-MA,1 Season,"Docuseries, Science & Nature TV",1.0,Season,2,6.0,2020.0s,1.0,2020.0,0,Série (Temporadas),Novo,,-0.6561002196491362
s7872,Movie,Rise of the Zombie,"Devaki Singh, Luke Kenny",India,,2013.0,TV-MA,83 min,"Horror Movies, International Movies",83.0,min,2,13.0,2010.0s,,,1,Médio,Antigo,0.25889967637540456,0.13764755952381386
s8296,Movie,The Feels,Jenée LaMarque,United States,2018-07-01,2018.0,TV-MA,88 min,"Comedies, Independent Movies, LGBTQ Movies",88.0,min,3,8.0,2010.0s,7.0,2018.0,1,Médio,Novo,0.2750809061488673,-0.42931513988543624
s2625,Movie,5Gang,Matei Dima,Romania,2020-04-27,2019.0,TV-14,96 min,"Comedies, International Movies",96.0,min,2,7.0,2010.0s,4.0,2020.0,1,Médio,Novo,0.3009708737864078,-0.5427076797672862
s3618,Movie,Theo Von: No Offense,John Asher,United States,2019-08-07,2016.0,TV-MA,67 min,Stand-Up Comedy,67.0,min,1,10.0,2010.0s,8.0,2019.0,1,Médio,Intermediário,0.20711974110032363,-0.2025300601217362
s4079,Movie,The Mistress,Olivia M. Lamasan,Philippines,,2012.0,TV-MA,132 min,"Dramas, International Movies, Romantic Movies",132.0,min,3,14.0,2010.0s,,,1,Longo,Antigo,0.41747572815533984,0.25104009940566385
s3593,TV Show,Happy Jail,,Pakistan,2019-08-14,2019.0,TV-MA,1 Season,"Crime TV Shows, Docuseries",1.0,Season,2,7.0,2010.0s,8.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s904,Movie,Nayattu,Martin Prakkat,India,2021-05-09,2021.0,TV-MA,122 min,"Dramas, International Movies, Thrillers",122.0,min,3,5.0,2020.0s,5.0,2021.0,1,Longo,Novo,0.38511326860841427,-0.7694927595309863
s7874,Movie,Rivaaz,Ashok Nanda,,2017-11-01,2011.0,TV-MA,107 min,"Dramas, Independent Movies, International Movies",107.0,min,3,15.0,2010.0s,11.0,2017.0,1,Médio,Antigo,0.3365695792880259,0.3644326392875139
s151,Movie,In Too Deep,Michael Rymer,United States,2021-09-01,1999.0,R,97 min,Thrillers,97.0,min,1,27.0,1990.0s,9.0,2021.0,1,Médio,Antigo,0.3042071197411003,1.725143117869714
s2462,TV Show,"Can't Cope, Won't Cope",,Ireland,,2018.0,TV-MA,2 Seasons,"TV Comedies, TV Dramas",2.0,Seasons,2,8.0,2010.0s,,,0,Série (Temporadas),Novo,,-0.42931513988543624
s6999,TV Show,Horror Homes,,,,2016.0,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",1.0,Season,3,10.0,2010.0s,,,0,Série (Temporadas),Intermediário,,-0.2025300601217362
s1291,Movie,I Care a Lot,,United Kingdom,2021-02-19,2021.0,R,118 min,"Comedies, LGBTQ Movies, Thrillers",118.0,min,3,5.0,2020.0s,2.0,2021.0,1,Médio,Novo,0.37216828478964403,-0.7694927595309863
s301,Movie,Vivo,"Kirk DeMicco, Brandon Jeffords",Canada,2021-08-06,2021.0,,100 min,"Children & Family Movies, Music & Musicals",100.0,min,2,5.0,2020.0s,8.0,2021.0,1,Médio,Novo,0.31391585760517804,-0.7694927595309863
s4787,Movie,Felipe Esparza: They're Not Going to Laugh at You,Scott L. Montoya,United States,2018-07-03,2012.0,TV-MA,58 min,Stand-Up Comedy,58.0,min,1,14.0,2010.0s,7.0,2018.0,1,Curto,Antigo,0.17799352750809064,0.25104009940566385
s7449,Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,Nigeria,2019-09-21,2018.0,TV-MA,106 min,"Comedies, International Movies",106.0,min,2,8.0,2010.0s,9.0,2019.0,1,Médio,Novo,0.33333333333333337,-0.42931513988543624
s3220,TV Show,Levius,,Japan,2019-11-28,2019.0,TV-14,1 Season,"Anime Series, International TV Shows",1.0,Season,2,7.0,2010.0s,11.0,2019.0,0,Série (Temporadas),Novo,,-0.5427076797672862
s6417,TV Show,Cannabis,,,2016-12-15,2016.0,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1.0,Season,3,10.0,2010.0s,12.0,2016.0,0,Série (Temporadas),Intermediário,,-0.2025300601217362
s7620,Movie,November Criminals,,United States,2020-07-03,2017.0,PG-13,86 min,"Dramas, Thrillers",86.0,min,2,9.0,2010.0s,7.0,2020.0,1,Médio,Intermediário,0.26860841423948223,-0.3159226000035862
s7458,TV Show,Mini Wolf,,,2018-09-16,2014.0,TV-G,2 Seasons,Kids' TV,2.0,Seasons,1,12.0,2010.0s,9.0,2018.0,0,Série (Temporadas),Antigo,,0.024255019641963835
s7650,TV Show,Ollie & Moon,,France,2018-03-28,2018.0,TV-Y,1 Season,Kids' TV,1.0,Season,1,8.0,2010.0s,3.0,2018.0,0,Série (Temporadas),Novo,,-0.42931513988543624
s7272,Movie,Last Night,Massy Tadjedin,United States,2019-01-01,2010.0,R,93 min,"Dramas, Independent Movies, Romantic Movies",93.0,min,3,16.0,2010.0s,1.0,2019.0,1,Médio,Antigo,0.29126213592233013,0.4778251791693639
